Probability_of_Default,Internal_Score,Prediction,Actual_Status,Rating
0.8124594887294969,471.25956594952817,Default,Not Default,Fair
0.4450850312728925,519.9251528592016,Not Default,Not Default,Fair
0.5969701137109575,502.22600044489025,Default,Not Default,Fair
0.5416400723065364,508.7443669668666,Default,Not Default,Fair
0.07638133011479098,585.4815458471257,Not Default,Not Default,Good
0.2458901272950177,545.8966566371164,Not Default,Not Default,Fair
0.4624728486594633,517.9008173116836,Not Default,Not Default,Fair
0.6923930292838288,490.15137803029864,Default,Not Default,Fair
0.47125523092189164,516.8826951669345,Not Default,Not Default,Fair
0.5651219098625252,506.00241613306576,Default,Not Default,Fair
0.477465160914086,516.1640733289338,Not Default,Not Default,Fair
0.22750617650805188,548.8337917967256,Not Default,Not Default,Fair
0.7576607554370296,480.67095874377833,Default,Not Default,Fair
0.4335529555985047,521.2760954807777,Not Default,Not Default,Fair
0.052489025543279694,597.0425367808034,Not Default,Not Default,Good
0.09935201151571076,577.1682834515448,Not Default,Not Default,Good
0.09996249862425642,576.9719630352332,Not Default,Not Default,Good
0.18108359876702534,557.1026440825042,Not Default,Not Default,Good
0.2988505189808753,538.1673981650581,Not Default,Not Default,Fair
0.33818770590927344,532.9333956497074,Not Default,Not Default,Fair
0.383137852509426,527.3031292124302,Not Default,Not Default,Fair
0.7484642688622285,482.09803625211595,Default,Not Default,Fair
0.6758497411363358,492.3606419277981,Default,Not Default,Fair
0.21489116153080587,550.9471685135707,Not Default,Not Default,Good
0.20939130661490202,551.8966835482762,Not Default,Not Default,Good
0.36310040737651494,529.775386110791,Not Default,Not Default,Fair
0.245303694235054,545.9879831306503,Not Default,Not Default,Fair
0.6807239630343824,491.7161256972561,Default,Not Default,Fair
0.14998413408485045,563.6150356068134,Not Default,Not Default,Good
0.25288741436643525,544.8180466270686,Not Default,Not Default,Fair
0.1292036458038409,568.6152098519887,Not Default,Not Default,Good
0.10330445325152764,575.9157538147596,Not Default,Not Default,Good
0.2834660624566888,540.3186184248979,Not Default,Not Default,Fair
0.13797068425300257,566.4289415941264,Not Default,Not Default,Good
0.44115916364585467,520.3842019934789,Not Default,Not Default,Fair
0.6227300837239131,499.10123983706114,Default,Not Default,Fair
0.12651344690037022,569.3113332830311,Not Default,Not Default,Good
0.5563242364963903,507.03303384671693,Default,Not Default,Fair
0.2574101792226274,544.1313667730727,Not Default,Not Default,Fair
0.7115371055879613,487.5103733187727,Default,Not Default,Fair
0.8648242368344262,460.0100290245195,Default,Default,Fair
0.2487024271173181,545.4607151920353,Not Default,Not Default,Fair
0.20421454676207287,552.8073159055193,Not Default,Not Default,Good
0.7313441602684069,484.6656125038363,Default,Not Default,Fair
0.3890085363009045,526.5884463079491,Not Default,Not Default,Fair
0.07158191045200407,587.503591688209,Not Default,Not Default,Good
0.5198727265489684,511.2666064868731,Default,Not Default,Fair
0.30388799551312734,537.4770334884894,Not Default,Not Default,Fair
0.2869437802189912,539.8263926061666,Not Default,Not Default,Fair
0.5326711626992008,509.78529578684766,Default,Not Default,Fair
0.05445006385795558,595.9243982104438,Not Default,Not Default,Good
0.41253167601109614,523.761561386549,Not Default,Not Default,Fair
0.6601657267308453,494.4015004724044,Default,Not Default,Fair
0.3631785846529987,529.7656324584908,Not Default,Not Default,Fair
0.45365868731528225,518.9253427739268,Not Default,Not Default,Fair
0.15846710892472987,561.738162723728,Not Default,Not Default,Good
0.08724070728144644,581.3046597075618,Not Default,Not Default,Good
0.7714692389319607,478.45703285189256,Default,Not Default,Fair
0.12818882526932326,568.8763419837076,Not Default,Not Default,Good
0.6691069147646536,493.24400590193596,Default,Not Default,Fair
0.18963132353280046,555.4690605033586,Not Default,Not Default,Good
0.3694882071318977,528.9813388124916,Not Default,Not Default,Fair
0.13028096937940414,568.3398989632168,Not Default,Not Default,Good
0.534081425249162,509.62180085517053,Default,Not Default,Fair
0.3608648967547097,530.054680408413,Not Default,Not Default,Fair
0.09326738579558742,579.1860899518238,Not Default,Not Default,Good
0.10594375094327221,575.1027802481168,Not Default,Not Default,Good
0.7693415148471,478.8041221985805,Default,Not Default,Fair
0.15155420773955744,563.261209711399,Not Default,Not Default,Good
0.4955687506567911,514.0728868091136,Not Default,Not Default,Fair
0.3147739903481148,536.0067096523851,Not Default,Not Default,Fair
0.1397212449818069,566.0064942461472,Not Default,Not Default,Good
0.7311620989473339,484.6923432501205,Default,Default,Fair
0.495968544939484,514.0267410034919,Not Default,Not Default,Fair
0.14558283625703652,564.6234451426968,Not Default,Not Default,Good
0.39824060890550883,525.4723663095707,Not Default,Not Default,Fair
0.5543296450469406,507.2660948105778,Default,Not Default,Fair
0.7157843831641889,486.91065332330106,Default,Not Default,Fair
0.3770649516116209,528.0468118636486,Not Default,Not Default,Fair
0.5950270852262571,502.4588397242548,Default,Not Default,Fair
0.16688066483359387,559.9555651032185,Not Default,Not Default,Good
0.19019151892491742,555.3639948580883,Not Default,Not Default,Good
0.17846444038324377,557.6151657298119,Not Default,Not Default,Good
0.37443679775540784,528.37010666722,Not Default,Not Default,Fair
0.10073285019744214,576.7257486569654,Not Default,Not Default,Good
0.32176584861290725,535.0768825117134,Not Default,Not Default,Fair
0.7200942025622066,486.2965524327735,Default,Not Default,Fair
0.3565760806627226,530.5926309009398,Not Default,Not Default,Fair
0.7133156216485508,487.25989258573594,Default,Not Default,Fair
0.3448690396151221,532.0761323408476,Not Default,Not Default,Fair
0.22784499205783196,548.778194751938,Not Default,Not Default,Fair
0.4094443655742596,524.1295489625345,Not Default,Not Default,Fair
0.36127657028791943,530.0031916467406,Not Default,Not Default,Fair
0.21176800878229532,551.4841509457854,Not Default,Not Default,Good
0.7131013941543766,487.2901127610242,Default,Not Default,Fair
0.2256988419061066,549.1313537836952,Not Default,Not Default,Fair
0.49541815416816276,514.0902694059212,Not Default,Not Default,Fair
0.2994263031211942,538.0881553504402,Not Default,Not Default,Fair
0.9100558049377517,446.78437939112433,Default,Not Default,Poor
0.5190463866309019,511.3621237085812,Default,Not Default,Fair
0.42646378176289323,522.1106655162769,Not Default,Not Default,Fair
0.6191310929812954,499.5424301364983,Default,Not Default,Fair
0.4462942625113966,519.7839223317695,Not Default,Not Default,Fair
0.28634731826062726,539.910558632893,Not Default,Not Default,Fair
0.346478931016965,531.8707605354892,Not Default,Not Default,Fair
0.38715470657163037,526.8136930085169,Not Default,Not Default,Fair
0.4778643020816961,516.1179140990602,Not Default,Not Default,Fair
0.12403641515455142,569.963581311971,Not Default,Not Default,Good
0.3965104822658943,525.6808322318033,Not Default,Not Default,Fair
0.33207637861647543,533.7247987512078,Not Default,Not Default,Fair
0.6243549999825931,498.9015048999358,Default,Not Default,Fair
0.34467709075065284,532.1006492105199,Not Default,Not Default,Fair
0.0959711872678876,578.2753482640417,Not Default,Not Default,Good
0.5370704846875858,509.2750602964306,Default,Not Default,Fair
0.17706971214856715,557.8904933527871,Not Default,Not Default,Good
0.38373296306639526,527.2304966342109,Not Default,Not Default,Fair
0.30699410560770657,537.0545714562568,Not Default,Not Default,Fair
0.22468666801440607,549.2987370963912,Not Default,Not Default,Fair
0.7059163423650483,488.29602598904745,Default,Not Default,Fair
0.5190154212749659,511.3657027788216,Default,Not Default,Fair
0.7086165101546944,487.919719210331,Default,Not Default,Fair
0.8549505396021725,462.3755174738834,Default,Not Default,Fair
0.10579379819550469,575.1484880019673,Not Default,Not Default,Good
0.7148196267088606,487.047347084266,Default,Not Default,Fair
0.15450269378869258,562.6048014242754,Not Default,Not Default,Good
0.5840495133511011,503.76786059980435,Default,Not Default,Fair
0.36548712332940225,529.4780153701189,Not Default,Not Default,Fair
0.14076744512675463,565.7561367209206,Not Default,Not Default,Good
0.9007147395589612,449.93306191719654,Default,Not Default,Poor
0.2706075704472365,542.1712986125298,Not Default,Not Default,Fair
0.7226380704370045,485.9313684346847,Default,Default,Fair
0.4466594589895669,519.7412843736021,Not Default,Not Default,Fair
0.15072169544594144,563.4484440402749,Not Default,Not Default,Good
0.41764057340329175,523.1543975061834,Not Default,Not Default,Fair
0.5848072002213452,503.67784511886015,Default,Not Default,Fair
0.18571558301856012,556.210196495437,Not Default,Not Default,Good
0.08169869476751113,583.3730913272095,Not Default,Not Default,Good
0.5483156460968256,507.96760408610794,Default,Not Default,Fair
0.7992971140898869,473.6880277238092,Default,Not Default,Fair
0.08515491255354968,582.0687541763299,Not Default,Not Default,Good
0.06272708012847159,591.587615836802,Not Default,Not Default,Good
0.17236989264632385,558.8310045657093,Not Default,Not Default,Good
0.4897853024428546,514.7405376377033,Not Default,Not Default,Fair
0.816173177660813,470.5508778547353,Default,Not Default,Fair
0.40642563527935666,524.4901857684217,Not Default,Not Default,Fair
0.5192711076496774,511.3361492597171,Default,Not Default,Fair
0.36596054163145175,529.4191285682696,Not Default,Not Default,Fair
0.18483188575191611,556.3791173042307,Not Default,Not Default,Good
0.736893006414472,483.84532680880153,Default,Default,Fair
0.32747966109216814,534.3248899438954,Not Default,Not Default,Fair
0.09772672297730087,577.6962268452985,Not Default,Not Default,Good
0.6236472258379134,498.98854660744166,Default,Not Default,Fair
0.2058218113308902,552.5227753763784,Not Default,Not Default,Good
0.5766455230883408,504.64506632276243,Default,Not Default,Fair
0.18136384861236177,557.0481474474294,Not Default,Not Default,Good
0.5462488463493059,508.20829777050824,Default,Not Default,Fair
0.5889295055344971,503.1872554639216,Default,Not Default,Fair
0.31608752757640807,535.831189911191,Not Default,Not Default,Fair
0.720959418888218,486.17257597937885,Default,Not Default,Fair
0.5925561344660263,502.75442767677225,Default,Not Default,Fair
0.5710617471268482,505.3039027752797,Default,Not Default,Fair
0.46370953277430527,517.7573025760955,Not Default,Not Default,Fair
0.42901206555704546,521.8102788536479,Not Default,Not Default,Fair
0.17765374166545977,557.7749963171239,Not Default,Not Default,Good
0.20419019087237253,552.8116404972728,Not Default,Not Default,Good
0.6416548344041795,496.75248719783843,Default,Not Default,Fair
0.6173890712966589,499.7554008491135,Default,Not Default,Fair
0.749081393173758,482.0033775211497,Default,Not Default,Fair
0.19824099351316757,553.8797047474335,Not Default,Not Default,Good
0.8230891705460922,469.2009106741619,Default,Not Default,Fair
0.5491584149646562,507.86940235107124,Default,Not Default,Fair
0.06659528938798406,589.7416523234012,Not Default,Not Default,Good
0.46673464324308694,517.4064591504094,Not Default,Not Default,Fair
0.6678765019952049,493.4042069370854,Default,Not Default,Fair
0.19803831356666698,553.9165130008132,Not Default,Not Default,Good
0.5494641016761983,507.83377480590997,Default,Not Default,Fair
0.17061433939187667,559.1875221116826,Not Default,Not Default,Good
0.41341917291851754,523.6559304759012,Not Default,Not Default,Fair
0.11756455052365544,571.7221909322055,Not Default,Not Default,Good
0.45854786883548104,518.3566670920515,Not Default,Not Default,Fair
0.483407676016537,515.4771546000869,Not Default,Not Default,Fair
0.06240834590569459,591.74441506607,Not Default,Not Default,Good
0.759491705649158,480.38248689172923,Default,Not Default,Fair
0.45485254807909514,518.7863894793645,Not Default,Not Default,Fair
0.06783837453569506,589.1695704034219,Not Default,Not Default,Good
0.2502222273286551,545.2265002410486,Not Default,Not Default,Fair
0.6248098501026557,498.845533195889,Default,Not Default,Fair
0.6800870507993965,491.80063745349946,Default,Not Default,Fair
0.5167831406245046,511.6236738269134,Default,Not Default,Fair
0.11680835146122877,571.9331001743006,Not Default,Not Default,Good
0.4618190944892377,517.9767057250601,Not Default,Not Default,Fair
0.6219117261277306,499.2017038323035,Default,Not Default,Fair
0.12871395709529285,568.7409967466594,Not Default,Not Default,Good
0.2740528716024207,541.6696426443629,Not Default,Not Default,Fair
0.05911969722289039,593.4074463304471,Not Default,Not Default,Good
0.4142306909401644,523.5594012510202,Not Default,Not Default,Fair
0.6254593489370066,498.76556190635944,Default,Default,Fair
0.7374895742373682,483.7564794434482,Default,Not Default,Fair
0.2448501357146883,546.0587178851301,Not Default,Not Default,Fair
0.17397877832598144,558.5067882629305,Not Default,Not Default,Good
0.17919419071841391,557.4717795855003,Not Default,Not Default,Good
0.17159008963530017,558.9890097403597,Not Default,Not Default,Good
0.24237854739727752,546.445741480284,Not Default,Not Default,Fair
0.7348614972206301,484.1469146231857,Default,Not Default,Fair
0.3211045699391849,535.1643616303016,Not Default,Not Default,Fair
0.2707836545079586,542.1455629976791,Not Default,Not Default,Fair
0.20095022260671233,553.3903821848218,Not Default,Not Default,Good
0.2755530922882826,541.4524310225999,Not Default,Not Default,Fair
0.6507656108952042,495.60259036177433,Default,Not Default,Fair
0.6912694706135778,490.3034369428453,Default,Default,Fair
0.11305402674458759,572.9981150871685,Not Default,Not Default,Good
0.2876527889329348,539.7264811156838,Not Default,Not Default,Fair
0.42747128431717724,521.9918490115081,Not Default,Not Default,Fair
0.7977722992219751,473.9615100703399,Default,Not Default,Fair
0.19493616036651606,554.4834672388206,Not Default,Not Default,Good
0.2691719984327266,542.381509609503,Not Default,Default,Fair
0.28445724034240955,540.1779617007949,Not Default,Not Default,Fair
0.1765230762254438,557.9988666592052,Not Default,Not Default,Good
0.2399493036510541,546.8287586042288,Not Default,Not Default,Fair
0.363262991826007,529.755102556777,Not Default,Not Default,Fair
0.31553464798817404,535.9050197243057,Not Default,Not Default,Fair
0.4588324966145514,518.323590825577,Not Default,Not Default,Fair
0.2760897142915601,541.3749135745562,Not Default,Not Default,Fair
0.44819494539534055,519.56208396931,Not Default,Not Default,Fair
0.7492162965061371,481.9826645213476,Default,Not Default,Fair
0.09425405827133711,578.8510339825887,Not Default,Not Default,Good
